Date,Close/Last,Volume,Open,High,Low,Monthly Return,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Rolling Window Size,20
2025-09-26 00:00:00,1210.61,1944957.0,1205.42,1214.0,1200.0,0.017067972052904046,,,,,Nr Trading Dates,1255.0
2025-09-25 00:00:00,1208.24,1997783.0,1203.09,1216.84,1191.51,0.012550848624640298,,,,,Nr Monthly Returns,1235.0
2025-09-24 00:00:00,1203.95,2773127.0,1218.61,1221.5,1194.2,0.018222426496235358,,,,,,
2025-09-23 00:00:00,1218.47,2499146.0,1227.33,1227.79,1208.47,-0.00032833444441173555,,,,,,
2025-09-22 00:00:00,1227.37,2546814.0,1221.9,1229.76,1214.2432,-0.01868460044397938,,,,,,
2025-09-19 00:00:00,1226.97,4947590.0,1218.62,1229.9499,1208.1,-0.017064503052649206,,,,,,
2025-09-18 00:00:00,1207.78,3169105.0,1220.82,1233.0,1205.5,0.005021401013631268,,,,,,
2025-09-17 00:00:00,1228.5,3459796.0,1221.02,1233.93,1206.605,-0.011749669490161667,,,,,,
2025-09-16 00:00:00,1200.51,2404686.0,1205.64,1208.9999,1197.28,0.036461349953527296,,,,,,
2025-09-15 00:00:00,1202.26,2909277.0,1188.4,1207.24,1173.2076,0.030061127828996354,,,,,,
2025-09-12 00:00:00,1188.44,3784944.0,1203.055,1211.78,1182.4,0.03482782758595822,,,,,,
2025-09-11 00:00:00,1203.5,5682286.0,1251.0,1253.445,1192.0,0.0007807503905825883,,,,,,
2025-09-10 00:00:00,1247.71,2701015.0,1263.975,1267.0,1246.355,-0.018140481843062883,,,,,,
2025-09-09 00:00:00,1263.25,2219655.0,1246.67,1265.721,1246.67,-0.036223112686432954,,,,,,
2025-09-08 00:00:00,1244.76,1915053.0,1248.54,1252.0405,1232.0,-0.026967926427506887,,,,,,
2025-09-05 00:00:00,1243.82,2379673.0,1260.0,1267.1,1239.0201,-0.052359340663804786,,,,,,
2025-09-04 00:00:00,1257.48,3023506.0,1223.2,1257.48,1223.09,-0.06488424576816766,,,,,,
2025-09-03 00:00:00,1226.18,2471495.0,1205.14,1226.9999,1203.38,-0.0659955945934284,,,,,,
2025-09-02 00:00:00,1214.11,2303269.0,1197.0,1215.4,1182.8,-0.036161753218231195,,,,,,
2025-08-29 00:00:00,1208.25,3209817.0,1227.97,1228.79,1201.15,-0.04196065206266982,,,,,,
2025-08-28 00:00:00,1231.45,1950336.0,1222.79,1237.891,1214.2681,-0.060289706937501894,,,,,,
2025-08-27 00:00:00,1223.5,1664526.0,1223.61,1229.21,1213.0,-0.03264816278505055,,,,,,
2025-08-26 00:00:00,1226.09,1985714.0,1220.21,1231.4999,1212.2,-0.047903998846917886,,,,,,
2025-08-25 00:00:00,1218.07,2812036.0,1201.65,1233.8,1199.0,-0.036339974794381176,,,,,,
2025-08-22 00:00:00,1204.65,3128133.0,1208.88,1213.62,1198.23,-0.020259461799762346,,,,,,
2025-08-21 00:00:00,1206.21,2047178.0,1211.43,1221.3999,1197.635,-0.02132491354793602,,,,,,
2025-08-20 00:00:00,1213.86,2434398.0,1218.0,1222.9999,1193.3101,-0.03102346981590282,,,,,,
2025-08-19 00:00:00,1214.15,3707731.0,1240.2,1240.9999,1192.79,-0.02002371173436689,,,,,,
2025-08-18 00:00:00,1245.09,2111087.0,1235.63,1251.1599,1235.45,-0.009538638148370278,,,,,,
2025-08-15 00:00:00,1238.95,2767804.0,1234.04,1246.941,1227.88,-0.024272183609440234,,,,,,
2025-08-14 00:00:00,1230.56,3904668.0,1209.89,1244.09,1207.03,0.03482563591188923,,,,,,
2025-08-13 00:00:00,1204.44,2762355.0,1234.0,1237.12,1203.0,0.037376791935720945,,,,,,
2025-08-12 00:00:00,1225.28,2282627.0,1225.0,1231.99,1206.505,0.02815659441497542,,,,,,
2025-08-11 00:00:00,1218.31,2455648.0,1214.01,1223.07,1201.93,0.035193491179347364,,,,,,
2025-08-08 00:00:00,1211.64,3816689.0,1183.19,1214.11,1180.3701,0.027249065605299543,,,,,,
2025-08-07 00:00:00,1180.37,2628321.0,1181.76,1191.22,1168.2,0.05778749130709166,,,,,,
2025-08-06 00:00:00,1178.48,3362161.0,1153.52,1181.375,1151.8701,0.08908252283589826,,,,,,
2025-08-05 00:00:00,1147.87,2660735.0,1171.0,1171.71,1144.71,0.10528123524514325,,,,,,
2025-08-04 00:00:00,1170.99,2244702.0,1167.65,1177.0,1162.615,0.09649805646536494,,,,,,
2025-08-01 00:00:00,1158.6,3890950.0,1163.01,1178.505,1152.85,0.11298029782878001,,,,,,
2025-07-31 00:00:00,1159.4,3712949.0,1184.8,1190.0,1157.74,0.10274713307192625,,,,,,
2025-07-30 00:00:00,1184.2,2922731.0,1168.55,1184.85,1166.1,0.08836158816522116,,,,,,
2025-07-29 00:00:00,1168.74,2752489.0,1179.0,1179.6,1163.29,0.13609390394057877,,,,,,
2025-07-28 00:00:00,1174.6,3446958.0,1181.2,1197.7899,1168.53,0.11906491986111865,,,,,,
2025-07-25 00:00:00,1180.49,2629260.0,1178.415,1187.32,1174.3825,0.1015523096307342,,,,,,
2025-07-24 00:00:00,1180.76,3845570.0,1177.8,1183.5,1162.6601,0.07698393886936362,,,,,,
2025-07-23 00:00:00,1176.78,4504264.0,1189.81,1192.6194,1173.6,0.08338262867034153,,,,,,
2025-07-22 00:00:00,1190.08,5062970.0,1230.38,1232.37,1187.5,0.05195101700268844,,,,,,
2025-07-21 00:00:00,1233.27,5627591.0,1206.0,1237.1,1198.0,-0.0015093240121224832,,,,,,
2025-07-18 00:00:00,1209.24,10693310.0,1241.96,1246.5,1201.01,0.01073408537188479,,,,,,
2025-07-17 00:00:00,1274.17,6469877.0,1253.0,1277.5,1244.8004,-0.042895097909789855,,,,,,
2025-07-16 00:00:00,1250.31,3227022.0,1261.71,1271.0,1249.82,-0.020165003093442255,,,,,,
2025-07-15 00:00:00,1260.27,2801731.0,1262.0,1271.22,1243.245,-0.03893034135633863,,,,,,
2025-07-14 00:00:00,1261.95,2781048.0,1244.91,1270.49,1240.0,-0.03788937583708532,,,,,,
2025-07-11 00:00:00,1245.11,3957150.0,1259.786,1261.0,1231.3,-0.020471386175691497,,,,,,
2025-07-10 00:00:00,1250.59,4236494.0,1285.5,1289.5999,1246.01,-0.038281757505335405,,,,,,
2025-07-09 00:00:00,1288.28,2384477.0,1273.99,1288.29,1266.24,-0.050808064878363694,,,,,,
2025-07-08 00:00:00,1275.31,3292525.0,1290.9,1293.25,1260.0,-0.0268890974800175,,,,,,
2025-07-07 00:00:00,1289.62,2273737.0,1295.0,1295.0,1276.02,-0.030788136524632435,,,,,,
2025-07-03 00:00:00,1297.18,2006224.0,1292.0,1302.26,1279.76,-0.0453555290385321,,,,,,
2025-07-02 00:00:00,1284.86,3048801.0,1296.96,1299.9499,1271.59,-0.05348885600482738,,,,,,
2025-07-01 00:00:00,1293.6,4993567.0,1338.23,1338.7743,1282.22,-0.05941458580711412,,,,,,
2025-06-30 00:00:00,1339.13,3282908.0,1331.0,1341.15,1321.21,-0.10369167031764588,,,,,,
2025-06-27 00:00:00,1323.12,4070857.0,1306.88,1331.345,1301.0,-0.11036795981971022,,,,,,
2025-06-26 00:00:00,1306.67,2605870.0,1280.0,1307.34,1280.0,-0.07806062224223825,,,,,,
2025-06-25 00:00:00,1275.25,2146510.0,1286.84,1297.9999,1273.81,-0.05122519860358183,,,,,,
2025-06-24 00:00:00,1279.11,2663307.0,1260.545,1282.571,1255.0,-0.07609268922464153,,,,,,
2025-06-23 00:00:00,1253.54,2667318.0,1238.025,1254.84,1215.01,-0.05372558066090619,,,,,,
2025-06-20 00:00:00,1231.41,5348193.0,1234.45,1248.4999,1224.349,-0.030323340290788682,,,,,,
2025-06-18 00:00:00,1222.29,2281047.0,1229.99,1241.9999,1220.5,-0.025076801444169117,,,,,,
2025-06-17 00:00:00,1220.67,1892126.0,1219.95,1232.3569,1216.09,-0.0240693787236048,,,,,,
2025-06-16 00:00:00,1225.35,2112797.0,1212.2,1226.25,1212.2,-0.02798832188753851,,,,,,
2025-06-13 00:00:00,1212.15,2210253.0,1206.59,1220.62,1201.89,-0.028594535208853727,,,,,,
2025-06-12 00:00:00,1215.03,2084602.0,1222.59,1230.0,1211.965,-0.05414632624101274,,,,,,
2025-06-11 00:00:00,1219.88,2382280.0,1202.6,1228.29,1196.0101,-0.06909358904105227,,,,,,
2025-06-10 00:00:00,1203.62,4454447.0,1227.52,1227.52,1180.61,-0.08097366712767048,,,,,,
2025-06-09 00:00:00,1224.46,2403117.0,1238.88,1238.88,1221.57,-0.07127870423825478,,,,,,
2025-06-06 00:00:00,1241.475,2556956.0,1259.41,1259.9999,1235.5501,-0.08139349237170428,,,,,,
2025-06-05 00:00:00,1250.52,2821797.0,1240.6,1262.81,1237.2901,-0.07910420547137403,,,,,,
2025-06-04 00:00:00,1239.66,2359381.0,1220.735,1242.56,1219.88,-0.08583725760908595,,,,,,
2025-06-03 00:00:00,1217.94,2363762.0,1219.87,1229.57,1211.18,-0.07135679303181154,,,,,,
2025-06-02 00:00:00,1218.98,2294216.0,1201.2,1219.3999,1196.2501,-0.05262488760074738,,,,,,
2025-05-30 00:00:00,1207.23,4696756.0,1198.33,1211.81,1180.925,-0.06304475513823252,,,,,,
2025-05-29 00:00:00,1184.86,3303079.0,1208.0,1209.0,1176.28,-0.04588602478603374,,,,,,
2025-05-28 00:00:00,1208.55,1855850.0,1210.27,1215.9101,1206.02,-0.07106953111984457,,,,,,
2025-05-27 00:00:00,1211.57,2920469.0,1195.33,1211.77,1193.09,-0.08721474013650093,,,,,,
2025-05-23 00:00:00,1185.39,2186483.0,1184.0,1191.45,1179.44,-0.07337171188782393,,,,,,
2025-05-22 00:00:00,1187.97,1861588.0,1192.4,1198.7499,1187.2082,-0.07978529883920478,,,,,,
